Method,Power,Sample Size,Avg Error,Avg Time,Variance,Avg Percent Error,Estimates
importance_estimate_per_node_method,0,5,8337636.5,2.449458289146423,118049010869100.0,12.064176024841306,"6219200.0, 4001200.0, 2301000.0, 18591800.0, 508600.0, 27868600.0, 12146200.0, 32817400.0, 1128000.0, 2344400.0, 528400.0, 1125800.0, 1877400.0, 294400.0, 371400.0, 21096000.0, 906400.0, 29968400.0, 313000.0, 13287800.0"
importance_estimate_per_node_method,0,100,4658409.5,29.698106670379637,5079785299662.75,6.7405040029980885,"7104220.0, 4676720.0, 2044200.0, 11984190.0, 4663380.0, 5086160.0, 5730670.0, 6110920.0, 1356160.0, 6418990.0, 6330780.0, 4199720.0, 3555990.0, 5985970.0, 3673780.0, 3177550.0, 7763140.0, 4312100.0, 5361410.0, 7454280.0"
