Method,Power,Sample Size,Avg Error,Avg Time,Variance,Avg Percent Error,Estimates
Importance Sampling,1.974245170451723,1000,18355.2,16.822765135765074,620519824.1899999,0.0113865298602366,"1642244.0, 1614279.0, 1666950.0, 1610694.0, 1598945.0, 1622424.0, 1651657.0, 1619942.0, 1612967.0, 1602414.0, 1636965.0, 1612906.0, 1596152.0, 1550073.0, 1622920.0, 1622143.0, 1628666.0, 1578071.0, 1598928.0, 1603642.0"
Importance Sampling,1.974245170451723,2000,13813.15,31.988523530960084,202217900.6875,0.008568898455964914,"1589681.0, 1585558.0, 1626200.0, 1599669.0, 1614702.0, 1608651.0, 1619808.0, 1615960.0, 1591045.0, 1607645.0, 1598312.0, 1625959.0, 1588516.0, 1610786.0, 1590281.0, 1585597.0, 1598443.0, 1624395.0, 1591832.0, 1623195.0"
Importance Sampling,1.974245170451723,3000,11038.15,44.56277506351471,152389268.7475,0.006847445115104744,"1627986.0, 1595116.0, 1625839.0, 1623605.0, 1603891.0, 1627614.0, 1603693.0, 1619034.0, 1607322.0, 1618866.0, 1625312.0, 1627611.0, 1585953.0, 1609014.0, 1606669.0, 1614440.0, 1624323.0, 1630820.0, 1599391.0, 1614402.0"
Importance Sampling,1.974245170451723,4000,7448.7,58.057473194599154,96208376.49,0.004620752972996447,"1602315.0, 1607208.0, 1620278.0, 1614460.0, 1616966.0, 1611215.0, 1598571.0, 1616081.0, 1613524.0, 1605644.0, 1621638.0, 1599442.0, 1620050.0, 1605006.0, 1617652.0, 1606926.0, 1619657.0, 1643410.0, 1608194.0, 1610221.0"
Importance Sampling,2,5,277322.55,0.08787647485733033,99713740767.12749,0.17203525412373372,"1869153.0, 1945385.0, 1058850.0, 2152389.0, 1800671.0, 1448429.0, 1629083.0, 1374205.0, 1760638.0, 2023785.0, 1562941.0, 1247175.0, 1151847.0, 1245895.0, 1981365.0, 1641823.0, 1746883.0, 1408401.0, 1948751.0, 1992308.0"
Importance Sampling,2,100,60313.0,2.1011738657951353,5118253874.309999,0.037414780305333094,"1522588.0, 1544756.0, 1591732.0, 1482387.0, 1560154.0, 1676237.0, 1534431.0, 1537123.0, 1677997.0, 1504615.0, 1601986.0, 1654421.0, 1552623.0, 1766999.0, 1617186.0, 1610754.0, 1583834.0, 1689885.0, 1623935.0, 1678543.0"
Importance Sampling,2,500,28691.95,9.557898688316346,1058248694.5475,0.017798866011997445,"1609369.0, 1588613.0, 1654632.0, 1582632.0, 1646234.0, 1667414.0, 1579063.0, 1620985.0, 1669488.0, 1629379.0, 1608419.0, 1576107.0, 1594868.0, 1633582.0, 1584343.0, 1590368.0, 1562621.0, 1659381.0, 1639934.0, 1594807.0"
Importance Sampling,2,1000,15269.25,17.985535442829132,327833892.92749995,0.009472180693668156,"1625514.0, 1623741.0, 1609299.0, 1598708.0, 1630326.0, 1615025.0, 1630580.0, 1605528.0, 1635516.0, 1641789.0, 1594340.0, 1605149.0, 1657673.0, 1604126.0, 1581645.0, 1622662.0, 1633643.0, 1598514.0, 1603845.0, 1609930.0"
Importance Sampling,2,2000,15231.85,32.24998226165771,334650569.5875,0.009448979845038182,"1607582.0, 1639557.0, 1611865.0, 1605422.0, 1619688.0, 1633427.0, 1583928.0, 1636176.0, 1637343.0, 1628760.0, 1590464.0, 1608285.0, 1627235.0, 1603108.0, 1596952.0, 1627593.0, 1614407.0, 1592608.0, 1608907.0, 1574448.0"
Importance Sampling,2,3000,14060.95,46.673769199848174,263118278.74750003,0.00872261958672713,"1595411.0, 1619670.0, 1619774.0, 1597677.0, 1607559.0, 1588716.0, 1609246.0, 1612379.0, 1594856.0, 1623759.0, 1585945.0, 1623472.0, 1620462.0, 1630747.0, 1628269.0, 1604135.0, 1629047.0, 1597100.0, 1630522.0, 1647783.0"
