Method,Standard Deviation,Sample Size,Avg Error,Avg Time,Variance,Avg Percent Error,Estimates
importance_estimate_per_node_method,1000,3000,74731.6,0.009231662750244141,8465958936.809999,1.5473662415106841,"119346.0, -19226.0, -69498.0, 84602.0, 23209.0, 243687.0, -49364.0, 146099.0, 48789.0, 57289.0, 159003.0, -12846.0, 122529.0, 32674.0, -127593.0, -19332.0, -17183.0, -119026.0, 24198.0, 62709.0"
importance_estimate_per_node_method,1000,4000,129012.35,0.008623182773590088,22449901369.8875,2.6712843713765118,"178414.0, -38198.0, -6028.0, -27807.0, -196104.0, -141001.0, 106457.0, 138331.0, -23458.0, 271017.0, 119448.0, 134642.0, 162094.0, -9899.0, 262348.0, 393629.0, 101176.0, 166326.0, -35842.0, -164620.0"
importance_estimate_per_node_method,1500,5,1272936.45,0.007419884204864502,5475485189526.588,26.35697469769753,"-30412.0, 147902.0, 117052.0, -318339.0, -224068.0, 161949.0, 4413095.0, -978636.0, 118611.0, 1193252.0, -8321651.0, -396609.0, 5347.0, 126437.0, -1505005.0, 98739.0, 681351.0, -3937615.0, 1264619.0, -1428734.0"
importance_estimate_per_node_method,1500,100,442387.95,0.008652567863464355,387656049034.2274,9.159929393738611,"640597.0, 399946.0, 201927.0, -179882.0, -181932.0, -15027.0, -523113.0, -37063.0, 389971.0, -503813.0, -582332.0, -179262.0, 405065.0, 2203171.0, 362714.0, -244106.0, -379503.0, 286847.0, 230814.0, -804082.0"
importance_estimate_per_node_method,1500,500,452693.0,0.00794733762741089,276365932739.29,9.373302136822925,"-408128.0, -671454.0, 641010.0, -108278.0, 572543.0, -1428361.0, -522182.0, 259917.0, -648250.0, 355630.0, -313468.0, -63091.0, 89473.0, 403616.0, -166613.0, -499965.0, -933124.0, 75105.0, 487345.0, -213123.0"
importance_estimate_per_node_method,1500,1000,332202.95,0.008006763458251954,135239940795.54752,6.878477513665729,"449294.0, 455218.0, -358707.0, -395432.0, 395776.0, 736281.0, 415348.0, 232626.0, 741736.0, -315610.0, -264407.0, 227715.0, -198162.0, -147117.0, -9260.0, -257758.0, -361505.0, -51178.0, -238673.0, 295664.0"
importance_estimate_per_node_method,1500,2000,280559.65,0.009221339225769043,94287549911.6875,5.809169496438628,"-53983.0, -30472.0, -81263.0, -170383.0, -166973.0, -330144.0, 197810.0, -247597.0, -147193.0, 506770.0, -127682.0, -253569.0, -168185.0, 551116.0, 218062.0, -160945.0, -591795.0, 342228.0, 295849.0, -582806.0"
importance_estimate_per_node_method,1500,3000,180208.55,0.009615230560302734,49819107524.627495,3.7313348931588535,"-244165.0, -97035.0, -398073.0, 303548.0, 126995.0, -139029.0, 99725.0, -55473.0, 174936.0, -210258.0, -61850.0, 106042.0, -17777.0, 71361.0, 162553.0, -4608.0, -77904.0, -582801.0, 282172.0, 291274.0"
importance_estimate_per_node_method,1500,4000,129711.15,0.008566486835479736,23167292119.1475,2.6857534785489485,"141771.0, 100505.0, 11582.0, -130654.0, 77462.0, -35048.0, 212497.0, 164726.0, 160083.0, -70080.0, 102426.0, -82907.0, 275983.0, 23224.0, -187608.0, -255006.0, 227764.0, -30908.0, -243751.0, 129850.0"
estimate_variance_reduction_method,1,5,537554.7088411306,0.011114013195037842,424744860741.8064,11.130418851274031,"1053550.9502258825, 44541.18520874295, 11603.005111893333, -331374.08844359155, 542407.965490556, 457661.8899987833, -606295.8323223599, -1235498.7160938259, 586167.2660098851, 1380607.1413422273, 71130.17779299435, -517678.7348442801, -939390.0095692398, -333929.4522513034, -572067.1046560511, 335776.4710335231, 142887.54755635388, -900805.5209343975, -342677.7858414622, -264147.7127365298"
