Method,Noise Scale,Sample Size,Avg Error,Avg Time,Variance,Avg Percent Error,Estimates
Importance Sampling (Multiplicative Noise),0.1,500,2619.7,0.0043026328086853026,77725065.5,0.0016328074489232879,"1590824.0, 1593006.0, 1609335.0, 1604566.0, 1600238.0, 1592474.0, 1598321.0, 1614106.0, 1592928.0, 1622292.0, 1611508.0, 1604578.0, 1600523.0, 1600444.0, 1603572.0, 1602607.0, 1608479.0, 1605631.0, 1583138.0, 1607150.0"
Importance Sampling (Multiplicative Noise),0.1,1000,2488.1,0.004583895206451416,49495306.5875,0.001553391273657553,"1607648.0, 1596745.0, 1605332.0, 1601044.0, 1600139.0, 1608784.0, 1603927.0, 1594350.0, 1606096.0, 1616380.0, 1604063.0, 1607776.0, 1618221.0, 1586736.0, 1604866.0, 1598064.0, 1601935.0, 1601429.0, 1596046.0, 1599244.0"
Importance Sampling (Multiplicative Noise),0.1,2000,1633.65,0.005405449867248535,70585679.22749999,0.0010180853854898256,"1594969.0, 1587758.0, 1613391.0, 1612677.0, 1591237.0, 1614488.0, 1601251.0, 1608349.0, 1606920.0, 1600762.0, 1605742.0, 1602431.0, 1604720.0, 1599103.0, 1608421.0, 1590481.0, 1605230.0, 1616646.0, 1590675.0, 1609052.0"
Importance Sampling (Multiplicative Noise),0.1,3000,1257.0,0.0057993769645690914,42844046.5275,0.0007844375241337768,"1599994.0, 1595191.0, 1598575.0, 1614410.0, 1595475.0, 1608985.0, 1610515.0, 1597967.0, 1608620.0, 1592726.0, 1590869.0, 1596200.0, 1613183.0, 1604200.0, 1604622.0, 1598546.0, 1601124.0, 1606692.0, 1601736.0, 1600697.0"
Importance Sampling (Multiplicative Noise),0.1,4000,1040.5,0.005931448936462402,24425115.8875,0.0006489172472901373,"1598290.0, 1608197.0, 1610647.0, 1601197.0, 1596302.0, 1607519.0, 1602560.0, 1600883.0, 1604212.0, 1606028.0, 1608930.0, 1606023.0, 1596961.0, 1607336.0, 1599221.0, 1601954.0, 1612945.0, 1596506.0, 1610665.0, 1605459.0"
Importance Sampling (Multiplicative Noise),0.5,5,165981.2,0.0042000293731689455,34543006215.53999,0.10462796694682748,"1797990.0, 1446270.0, 1387932.0, 1736504.0, 1664106.0, 1454168.0, 1516221.0, 1570326.0, 1688720.0, 1426947.0, 1534232.0, 1466535.0, 1566046.0, 1165116.0, 1759480.0, 1995631.0, 1797538.0, 1394701.0, 1409864.0, 1521701.0"
Importance Sampling (Multiplicative Noise),0.5,100,23918.2,0.0041626691818237305,2321597329.29,0.0149535594130128,"1714329.0, 1601317.0, 1609324.0, 1546557.0, 1613781.0, 1608225.0, 1607623.0, 1647725.0, 1623822.0, 1555231.0, 1556013.0, 1647252.0, 1617455.0, 1533066.0, 1574484.0, 1682115.0, 1525455.0, 1644943.0, 1609063.0, 1651802.0"
Importance Sampling (Multiplicative Noise),0.5,500,16657.15,0.004423773288726807,2128538671.8100002,0.010404436240186155,"1630845.0, 1572489.0, 1564334.0, 1566446.0, 1578435.0, 1605165.0, 1531555.0, 1548711.0, 1652057.0, 1603479.0, 1540962.0, 1552289.0, 1659312.0, 1690672.0, 1643755.0, 1571045.0, 1529167.0, 1644105.0, 1631573.0, 1605330.0"
Importance Sampling (Multiplicative Noise),0.5,1000,10742.8,0.0046364784240722655,1442088032.3875,0.006670731347252594,"1645116.0, 1628510.0, 1628977.0, 1675997.0, 1581628.0, 1592165.0, 1647003.0, 1600948.0, 1579862.0, 1652423.0, 1608062.0, 1659072.0, 1603441.0, 1627182.0, 1547923.0, 1605793.0, 1564475.0, 1674828.0, 1559785.0, 1565625.0"
Importance Sampling (Multiplicative Noise),0.5,2000,7118.55,0.00531158447265625,1187940623.29,0.004447427595872818,"1615289.0, 1583808.0, 1516901.0, 1584859.0, 1626510.0, 1611984.0, 1651529.0, 1599231.0, 1613578.0, 1635443.0, 1616887.0, 1564159.0, 1604849.0, 1605775.0, 1615892.0, 1584826.0, 1625040.0, 1532830.0, 1583838.0, 1661114.0"
Importance Sampling (Multiplicative Noise),0.5,3000,6442.65,0.005776536464691162,1057534287.5899999,0.004090074072765614,"1607943.0, 1556088.0, 1622020.0, 1547169.0, 1574909.0, 1603868.0, 1583305.0, 1658956.0, 1538754.0, 1567845.0, 1592342.0, 1575348.0, 1617840.0, 1589712.0, 1565455.0, 1623005.0, 1540092.0, 1528187.0, 1587366.0, 1563618.0"
Importance Sampling (Multiplicative Noise),0.5,4000,5936.85,0.006120514869689941,1014734789.1474998,0.003706566172159078,"1652349.0, 1573650.0, 1634105.0, 1600955.0, 1626969.0, 1563476.0, 1585702.0, 1634680.0, 1644322.0, 1583128.0, 1622869.0, 1658587.0, 1591860.0, 1651190.0, 1585176.0, 1553105.0, 1640472.0, 1593478.0, 1606619.0, 1572897.0"
Importance Sampling (Multiplicative Noise),1,5,426052.6,0.0042667388916015625,272242130914.6875,0.26587771065309723,"2347302.0, 2050684.0, 1865065.0, 699734.0, 1314745.0, 1164304.0, 996577.0, 2519166.0, 801797.0, 710912.0, 1078789.0, 1253434.0, 1297408.0, 1626304.0, 1424646.0, 1489076.0, 2183204.0, 1451766.0, 1821255.0, 1977117.0"
Importance Sampling (Multiplicative Noise),1,100,71843.5,0.0042241930961608885,12945757651.7275,0.04389601181013562,"1809260.0, 1568460.0, 1433509.0, 1632443.0, 1711207.0, 1589728.0, 1622153.0, 1838209.0, 1514780.0, 1585623.0, 1730369.0, 1676037.0, 1780038.0, 1507192.0, 1750663.0, 1603200.0, 1436478.0, 1619903.0, 1748914.0, 1587477.0"
Importance Sampling (Multiplicative Noise),1,500,41758.45,0.004349565505981446,3665383495.69,0.02631908723271616,"1696012.0, 1572255.0, 1608851.0, 1589050.0, 1619641.0, 1578901.0, 1608778.0, 1678960.0, 1605835.0, 1601309.0, 1699817.0, 1494254.0, 1442140.0, 1617937.0, 1610939.0, 1597785.0, 1520861.0, 1608765.0, 1618709.0, 1652619.0"
Importance Sampling (Multiplicative Noise),1,1000,17827.25,0.004983651638031006,7272742382.427501,0.011023829725420872,"1641826.0, 1730564.0, 1670018.0, 1563963.0, 1619580.0, 1666546.0, 1635906.0, 1636610.0, 1688414.0, 1626963.0, 1459749.0, 1581239.0, 1640182.0, 1593942.0, 1540805.0, 1685147.0, 1395909.0, 1640394.0, 1534756.0, 1772590.0"
Importance Sampling (Multiplicative Noise),1,2000,22306.0,0.005269110202789307,4315194122.709999,0.014067907746349289,"1691832.0, 1515489.0, 1580940.0, 1579760.0, 1576164.0, 1587299.0, 1470698.0, 1668325.0, 1734711.0, 1566074.0, 1626760.0, 1620564.0, 1494451.0, 1549606.0, 1590428.0, 1597295.0, 1663904.0, 1626145.0, 1510378.0, 1637971.0"
Importance Sampling (Multiplicative Noise),1,3000,13823.6,0.005834245681762695,7662779489.959999,0.008673880950964604,"1501677.0, 1588891.0, 1595050.0, 1574611.0, 1475595.0, 1585200.0, 1478594.0, 1560467.0, 1663831.0, 1561753.0, 1500641.0, 1558700.0, 1751234.0, 1473483.0, 1621962.0, 1594557.0, 1684312.0, 1714816.0, 1749729.0, 1474281.0"
Importance Sampling (Multiplicative Noise),1,4000,14135.85,0.005963337421417236,4771955165.747499,0.008978054376047854,"1527205.0, 1553881.0, 1699224.0, 1661344.0, 1559165.0, 1646992.0, 1479869.0, 1609419.0, 1671038.0, 1600151.0, 1512840.0, 1698954.0, 1664972.0, 1609514.0, 1565375.0, 1559191.0, 1625194.0, 1575403.0, 1750503.0, 1543815.0"
Importance Sampling (Multiplicative Noise),5,5,1051167.25,0.004166078567504883,2117177574064.4102,0.6121314505319764,"1823351.0, 461377.0, -211431.0, 1673839.0, 1793369.0, -1978524.0, 2420151.0, 1591702.0, -1592079.0, 1194830.0, 4341600.0, 911309.0, 1288066.0, 3960038.0, 1600392.0, 695023.0, 355144.0, 1574293.0, 1533982.0, 616414.0"
Importance Sampling (Multiplicative Noise),5,100,433489.35,0.004288589954376221,268516643852.0275,0.3259183089995822,"709948.0, 1007324.0, 1103439.0, 927431.0, 2498351.0, 1465219.0, 1791896.0, 960784.0, 1808983.0, 864344.0, 1453045.0, 1394731.0, 1710589.0, 2293056.0, 2140942.0, 1913702.0, 776242.0, 1818389.0, 1932943.0, 1244145.0"
Importance Sampling (Multiplicative Noise),5,500,137735.5,0.004534864425659179,100162456832.1475,0.0925511669747566,"1079668.0, 2147352.0, 1236668.0, 2001676.0, 1769389.0, 689120.0, 1618634.0, 1567371.0, 1382047.0, 1789025.0, 1475962.0, 1669087.0, 1653907.0, 1351389.0, 1473537.0, 1458856.0, 1500966.0, 1893946.0, 1734219.0, 1481050.0"
Importance Sampling (Multiplicative Noise),5,1000,114563.1,0.004692792892456055,110624143697.34749,0.07351863058340728,"1844380.0, 1792939.0, 1690932.0, 1725833.0, 2122985.0, 1228728.0, 1336078.0, 1221918.0, 1372148.0, 845446.0, 1631013.0, 1377336.0, 2078166.0, 1495970.0, 1713813.0, 1558094.0, 2065961.0, 1830787.0, 2105130.0, 1831854.0"
Importance Sampling (Multiplicative Noise),5,2000,87059.2,0.0054091930389404295,145230313497.22748,0.05199413070427653,"2481489.0, 1309934.0, 1866107.0, 1594052.0, 714997.0, 1744522.0, 1905186.0, 1488239.0, 1931430.0, 2133865.0, 1814068.0, 2505968.0, 1748920.0, 1456051.0, 1727843.0, 1679389.0, 1669236.0, 1633708.0, 1488128.0, 1947751.0"
Importance Sampling (Multiplicative Noise),5,3000,79116.55,0.005858099460601807,127340843303.65,0.05843667550872923,"1553024.0, 1732410.0, 1251440.0, 1362094.0, 1875800.0, 1858707.0, 1040691.0, 903130.0, 1505210.0, 932667.0, 1677305.0, 1380431.0, 1798751.0, 2053554.0, 2037429.0, 886349.0, 1573760.0, 1387924.0, 1469439.0, 1854035.0"
Importance Sampling (Multiplicative Noise),5,4000,46508.55,0.0059412956237792965,170407058006.64752,0.0365201504673728,"595408.0, 1212482.0, 1696515.0, 1359807.0, 1797142.0, 2035425.0, 1882595.0, 2312706.0, 1075258.0, 668065.0, 1545391.0, 1689981.0, 1956435.0, 1560481.0, 1227490.0, 1653491.0, 1512364.0, 1644688.0, 1717117.0, 1523170.0"
Variance Reduction (Uniform Noise),10,5,4529.363914948946,0.003779923915863037,29818588.910577446,0.0028283212005855277,"1593101.0240855643, 1602336.8126476044, 1607852.6201056214, 1594555.8982798413, 1597767.5151115658, 1609600.690186809, 1602616.5610488902, 1600344.9465726188, 1601010.1958488475, 1599505.870348976, 1609712.937078072, 1589895.5453481553, 1607570.02369423, 1607770.7673597701, 1606675.6534956556, 1598111.0854414878, 1596576.6740234692, 1602271.8821734053, 1603254.1462395822, 1604109.9393298647"
Variance Reduction (Uniform Noise),10,100,916.3444000553573,0.0041999340057373045,1209331.9955853089,0.0005721582647019588,"1600904.4927356988, 1601469.9010403277, 1600099.2776725953, 1603653.6734794693, 1600466.8173830665, 1602888.8835012633, 1601265.2504688622, 1599174.0760992002, 1600944.2559941781, 1602494.250322108, 1599298.9137341378, 1602275.6961356571, 1600736.711246013, 1601912.2493990313, 1601536.0335802406, 1601167.4932579484, 1600188.6110684003, 1601379.59861126, 1602169.4390163359, 1601448.8709608286"
Variance Reduction (Uniform Noise),10,500,559.2772003812017,0.0040454864501953125,517166.39446287183,0.0003492225759896709,"1601730.019408794, 1600319.8637749432, 1600830.1585696759, 1601145.9884076566, 1601326.2817097178, 1602083.3407069743, 1601933.3154056966, 1602753.3695055228, 1601495.006467308, 1601815.2748830912, 1601985.179376655, 1603200.6616786802, 1602091.013921941, 1600360.7085196842, 1600950.900056143, 1601716.1780014976, 1601318.4969914996, 1602524.0276353664, 1601966.1008425357, 1602072.4731544983"
Variance Reduction (Uniform Noise),10,1000,294.04945921938634,0.004279577732086181,172387.67941015956,0.0001835981825300495,"1602188.4652423717, 1601589.038339191, 1602077.3263814002, 1602071.7195026649, 1601568.779840147, 1600981.7639016055, 1601069.3577103922, 1601901.7011463568, 1602082.9317137229, 1601837.663157316, 1602234.2588726738, 1601614.0834776016, 1601334.3952443695, 1601932.4345011928, 1601473.1419508886, 1601905.8040039449, 1600813.4342387074, 1601834.3073787976, 1601424.067830366, 1602271.7138591567"
Variance Reduction (Uniform Noise),10,2000,232.3918055863469,0.004658889770507812,119630.23565992173,0.0001451079277557444,"1601419.9702215323, 1601221.472017454, 1601048.8442870646, 1600734.8038798168, 1601196.3827727605, 1601659.8993177975, 1601965.367003654, 1601491.7958020251, 1601558.9600998983, 1601673.1129329044, 1601397.8082246743, 1601035.1631629579, 1601769.580672779, 1601216.4975266245, 1601445.6174562722, 1600994.9425789854, 1602153.9617379133, 1601813.6109253597, 1601522.2628539738, 1601184.7363746848"
Variance Reduction (Uniform Noise),10,3000,254.24790379689074,0.00492328405380249,211482.80704233167,0.00015875276017257052,"1602048.2607552821, 1601347.5451300147, 1601869.2846787737, 1601487.6405879275, 1601394.0959638127, 1600892.8624870891, 1601553.5972579627, 1601406.1098489563, 1601057.8644711317, 1602143.4174073634, 1600565.0129875662, 1601416.4764560256, 1602146.6497311236, 1601918.4300656691, 1602111.7141363358, 1601770.131394728, 1601886.7154803404, 1601161.129509656, 1601042.8871787067, 1602187.310864359"
Variance Reduction (Uniform Noise),10,4000,160.7618595229811,0.004849326610565185,83561.85854542312,0.00010038030577861415,"1601681.2364486943, 1601132.9805467522, 1601722.653482558, 1601597.3408615126, 1601526.727542795, 1601098.7364771657, 1601608.5831132932, 1601761.0027981678, 1601256.4286828565, 1601386.9477830466, 1601716.3714949784, 1601742.6744749665, 1601508.8228799484, 1602179.7991877962, 1601835.6766366642, 1601526.5062230034, 1601386.9496586605, 1601395.7302161034, 1600853.9124659607, 1601385.3344601744"
Variance Reduction (Uniform Noise),100,5,37585.4746637043,0.003892350196838379,2086322378.1244044,0.02346920892456769,"1645843.84796163, 1624071.7373233102, 1654756.5283919957, 1591391.7627401112, 1684851.631870973, 1621599.7564350609, 1668262.686713363, 1593018.4481056256, 1577559.0584371218, 1533002.3220811978, 1603421.1829244837, 1661412.2479580173, 1587687.7544324233, 1606521.5243098463, 1621379.8713220404, 1630559.0581513464, 1616170.699350396, 1701174.5124698102, 1515412.7232973205, 1576741.722814387"
Variance Reduction (Uniform Noise),100,100,10750.934469627473,0.004072809219360351,150320378.9906481,0.006713488416503351,"1615018.4828775832, 1621029.9096268853, 1583489.3582466084, 1595916.5147895988, 1587768.9628733965, 1585279.0098297764, 1592250.266735879, 1587652.562089008, 1601407.725067382, 1609770.3767571815, 1613354.610712679, 1579651.9239938536, 1601177.4720642343, 1624771.125138251, 1598078.6329568066, 1594808.123573587, 1593894.1436383768, 1591521.8686162045, 1591412.6291179673, 1595998.0163905842"
Variance Reduction (Uniform Noise),100,500,5058.001469195658,0.004098176956176758,36433260.62038635,0.003157836735591945,"1608053.3796675385, 1600804.4353081759, 1595225.0375504654, 1598403.4068773135, 1613098.7719965195, 1600456.5037625749, 1611580.650082377, 1611087.3806014014, 1601397.5062721297, 1596032.3272622416, 1597421.7843349401, 1602504.1715946961, 1602084.9260794558, 1597184.0095923794, 1594161.7244264686, 1602360.8980271018, 1596673.3191856167, 1589357.277347779, 1601607.812575953, 1596493.2986759124"
Variance Reduction (Uniform Noise),100,1000,2968.589119763882,0.0042449951171875,20772893.039591614,0.001854555966511533,"1600313.7493518146, 1609172.6123266078, 1599281.535536357, 1598849.9513684574, 1601254.114134046, 1604033.451605907, 1598127.0537659603, 1601900.528448171, 1598831.5158025257, 1596840.9279884053, 1603936.9880960376, 1597209.2475348618, 1605224.9600141384, 1608397.317583818, 1593552.5781712236, 1603753.2603191386, 1598224.93171982, 1590227.5513631187, 1598237.6876404658, 1604669.9355662214"
Variance Reduction (Uniform Noise),100,2000,2373.641060866264,0.004546713829040527,20681424.009620823,0.0014827678913581772,"1599002.3168557426, 1606906.009470879, 1599250.3901882041, 1600925.393947837, 1603945.2531028858, 1599180.4498096576, 1590437.0800919735, 1601688.5337128, 1603596.2118037455, 1589244.6899103567, 1599276.1928005284, 1596946.5920132191, 1606765.149347788, 1605423.749546034, 1602649.7951489587, 1605142.8320024305, 1598190.6921885896, 1598974.4201913413, 1602085.291651875, 1601987.1640385594"
Variance Reduction (Uniform Noise),100,3000,1578.0352836803881,0.004917645454406738,8714700.687699523,0.0009858144705360583,"1597415.9330608484, 1601416.5820053949, 1600249.7316833402, 1603229.113235898, 1597121.8568097847, 1601338.1724404616, 1599902.1391221639, 1604196.9126625126, 1598684.3702819962, 1602468.1244128773, 1604261.9011841386, 1604053.3098003583, 1602190.9478291373, 1605269.798291364, 1603404.2780791635, 1595228.7321184957, 1597652.1369803834, 1605711.1417319414, 1600829.8194144967, 1604726.3551519902"
Variance Reduction (Uniform Noise),100,4000,1228.9086255058296,0.00479738712310791,6614020.446469473,0.0007674322339486024,"1599932.627780263, 1599099.8442006984, 1606979.5598146685, 1601888.4735408695, 1598940.0073314589, 1604294.5800147152, 1601712.1148179418, 1600022.8225684355, 1598121.3129881732, 1598657.3142523551, 1601855.0657178632, 1603657.298422733, 1606659.7921203636, 1600075.31454927, 1599275.330977374, 1602017.9103375704, 1605814.8969710951, 1601909.5210774557, 1600856.62015633, 1600937.8439576875"
Variance Reduction (Uniform Noise),500,5,205475.8031618605,0.00392608642578125,52110244281.61322,0.12814654610973522,"1776451.0698695213, 1710272.1370497162, 1724521.106956059, 1533267.7825889227, 1773236.4274382954, 1267551.722511655, 1396822.0240571217, 2064712.7604554754, 1276979.8698611169, 1441901.5310213042, 1348777.5314163826, 1421209.4896836325, 1404040.012077452, 1794714.9307104626, 1648803.359073245, 1761937.6224700604, 1735361.139593296, 1447654.0706977418, 1958971.7643175803, 1311060.2207811729"
Variance Reduction (Uniform Noise),500,100,54769.38394610652,0.004087626934051514,4743412380.829041,0.03425449553805922,"1500039.72113645, 1644173.2654084992, 1638954.0866564184, 1783022.7347146608, 1667156.8883489382, 1533387.0565069271, 1642233.9011373434, 1601964.8989581948, 1567793.5194926925, 1569160.2130293548, 1677986.4871155676, 1481053.9381347813, 1625231.4432564953, 1637901.899894246, 1620690.2051031308, 1528474.6604985052, 1652904.6116997337, 1557355.732314342, 1564430.064519833, 1649914.1622617887"
Variance Reduction (Uniform Noise),500,500,20920.603844308585,0.004060769081115722,664334600.741227,0.013050687002649414,"1637207.1486502255, 1606149.3811176838, 1628085.2548162527, 1591130.01101444, 1580411.4195537132, 1645082.8855486175, 1630933.3017755162, 1616971.1323038845, 1622146.454122128, 1641898.7049476362, 1573686.1261763012, 1633048.2973151144, 1599500.1865743033, 1598361.2894491598, 1634066.304195622, 1571938.9812575371, 1595018.395593108, 1593888.6075900837, 1551724.6048503446, 1594747.2232392428"
Variance Reduction (Uniform Noise),500,1000,16009.448741050122,0.004190182685852051,509143958.167717,0.010028344378283057,"1597072.5540354059, 1642915.9043101184, 1607244.5996281616, 1615530.0429398364, 1553744.005953993, 1613306.6207289705, 1617472.0907264014, 1620031.3429915085, 1627897.5850706191, 1619010.386788655, 1597603.6293631298, 1611686.2675991934, 1620296.6653801335, 1610301.6629046379, 1596515.191413888, 1573399.7009659244, 1613353.3130154435, 1577844.8597450822, 1595367.2625346528, 1555047.87850423"
Variance Reduction (Uniform Noise),500,2000,10032.667705233418,0.004665267467498779,270188672.62091726,0.006264547006159518,"1630091.4067178315, 1595032.3808495589, 1599763.1057022696, 1596998.7872660141, 1636003.0895027705, 1632389.2626901104, 1602179.708258459, 1590323.9993276775, 1577779.1946906208, 1607222.9059115332, 1585705.8874419807, 1590808.6765182866, 1607149.2320645729, 1585838.6403895307, 1622191.7288347662, 1586410.8001703331, 1601826.9109853946, 1593146.6724775115, 1613335.0973024443, 1616762.4910624104"
Variance Reduction (Uniform Noise),500,3000,11782.302214545372,0.004915690422058106,190593057.27783138,0.007339504049348548,"1597545.6435297017, 1619821.3961984569, 1592443.0110582158, 1584947.1202766022, 1594172.549662798, 1630479.3930762494, 1596236.5513655103, 1596938.1942929567, 1602526.6279444648, 1584392.1158250012, 1606250.682151222, 1616512.2436914903, 1588933.1595771133, 1631669.8945456846, 1600301.0585680346, 1609140.856807653, 1602643.7992615306, 1598061.300319735, 1624588.5656360325, 1595284.5344369228"
Variance Reduction (Uniform Noise),500,4000,5037.831021321379,0.00477592945098877,141944993.09835428,0.003153598078055484,"1595511.878813177, 1615439.1381907796, 1607510.281005928, 1615593.5847789675, 1576121.9541630074, 1605313.5518445324, 1604833.295312328, 1597935.9572162253, 1593698.8682362454, 1587608.3523530774, 1584339.7504417778, 1585701.7715845627, 1588071.9318960689, 1587497.291173078, 1603501.739496987, 1609601.5163237818, 1622968.751304889, 1601745.4110568836, 1604278.5600274939, 1607817.328199139"
Variance Reduction (Uniform Noise),1000,5,379240.14166821504,0.003959763050079346,228356664020.53076,0.23810823529207803,"1875708.6108330952, 1923406.583744279, 1225370.4717035966, 1422182.3023758437, 1932626.954383624, 1647659.9465496708, 636839.3677598233, 2455335.05913708, 1815598.9310169236, 1569868.750613624, 2236836.352389337, 1885367.4818531463, 1708477.537802467, 1625906.4030152587, 2820367.423177351, 1704847.801993529, 1653089.1001684116, 1096991.5116186293, 1231694.0469454164, 2199710.098317061"
Variance Reduction (Uniform Noise),1000,100,117916.6170786398,0.004014313220977783,16090913191.55787,0.07378866381995969,"1683274.8204607822, 1800748.889363354, 1630535.5985013254, 1753852.108296435, 1747170.6704727123, 1722818.2569249794, 1539235.520441423, 1558641.426561729, 1433626.6113329828, 1486666.5028937971, 1717262.1793881254, 1506672.696733796, 1550731.5731526483, 1507901.168572752, 1722072.8361526004, 1425058.953604583, 1768946.1821844496, 1638614.9002837369, 1574145.236899763, 1358079.41026223"
Variance Reduction (Uniform Noise),1000,500,50359.3043878378,0.004135584831237793,3936359007.4078417,0.03141677185246129,"1664215.989394122, 1600356.579796675, 1607856.069396516, 1653504.0842741139, 1664992.4790129785, 1601881.9912427657, 1500030.7833999908, 1610437.386051084, 1669418.0148691926, 1608728.2176836145, 1693792.495477422, 1488066.6328745468, 1752743.960372854, 1629519.3030280378, 1597268.826324757, 1663823.5210578851, 1605331.8439959523, 1620679.9710816664, 1650907.9239995538, 1738323.7755137226"
Variance Reduction (Uniform Noise),1000,1000,49336.056085694465,0.004253613948822022,2712559499.7935805,0.030884327674847733,"1694619.9636501924, 1642431.868980035, 1547561.602551041, 1658172.1205958717, 1596312.2331517858, 1716094.0819114596, 1630483.5457768652, 1629272.3056612455, 1586304.9958186066, 1533275.5430048322, 1664045.4220472304, 1636404.7783889705, 1651148.663299121, 1569746.7769630284, 1647926.922167163, 1696482.039035552, 1673424.5058859119, 1530462.74512198, 1600123.5237960506, 1633083.4151959652"
Variance Reduction (Uniform Noise),1000,2000,28361.636607958597,0.004871463775634766,1455904646.9122207,0.0176993194396477,"1597395.3481161206, 1611348.5727730254, 1526946.1918133106, 1609832.6341121523, 1620048.0012360609, 1572543.3060604355, 1578603.4258769716, 1689659.8657093297, 1619013.5944815439, 1649087.3727594241, 1679821.8959843812, 1595148.0883559573, 1540475.9977538306, 1601575.8108635833, 1594974.0921026804, 1637565.7561836399, 1594611.7206027193, 1622442.4800226388, 1622584.885347999, 1619643.4020549303"
Variance Reduction (Uniform Noise),1000,3000,24073.23791002843,0.004916954040527344,1222132995.6948206,0.014957286331089897,"1581062.6521649526, 1582629.3397180068, 1659476.8955164896, 1666495.2170145467, 1579796.623406521, 1669605.255741272, 1650225.1592432512, 1602874.4101164865, 1633108.106056128, 1581539.195684948, 1637748.2741797604, 1591962.233547651, 1558761.3114670173, 1568713.729424841, 1616262.2699980966, 1569930.060575242, 1632580.784152977, 1639702.6741679765, 1576847.8531551873, 1596654.7840588426"
Variance Reduction (Uniform Noise),1000,4000,19566.498288527993,0.0048264145851135256,1350070999.7690244,0.012259336580443193,"1634430.7129475425, 1621386.7529560495, 1595985.9860850554, 1589354.5309021287, 1631717.2446898974, 1656707.5663307526, 1592420.2971226026, 1601616.137246077, 1559230.4615526637, 1619397.6780146204, 1614252.936808087, 1596850.6471279648, 1565969.5506703479, 1536360.7691044488, 1640508.118573304, 1567854.0108118923, 1650777.0294589046, 1615149.2189706268, 1530394.521672338, 1658952.181679187"
Variance Reduction (Uniform Noise),2000,5,1131050.6194638265,0.003969347476959229,2171050249418.4778,0.7084238889505816,"1485452.4028401833, 1355136.3226522168, 1662199.4320898748, 4240302.367965384, 3093516.2548232735, 2061361.750908806, 415808.8168879642, 4805576.835969645, 3285471.7552766893, 127453.61534357227, 2151970.543529884, 1905611.1263356311, 918777.8701900751, 1832268.2312030953, 463792.99836578715, -1267372.3778065552, 4130607.6994467075, 1960693.4932367373, 1955683.9300645653, 415645.3831005208"
Variance Reduction (Uniform Noise),2000,100,193775.6237576509,0.003970527648925781,65331660757.78334,0.1219282394016811,"1474504.6931929064, 1213670.2048308204, 1652032.0809943294, 1575184.2524621582, 1046517.0092103806, 1624132.45243447, 1669959.9503690759, 1099263.301500773, 1954466.2158694991, 1581760.6676527823, 2036587.8247613134, 1402973.8965225837, 1518174.052567744, 1566511.5441480223, 1899322.2252654498, 1797470.427708844, 1479476.577744893, 1506608.812825505, 1519769.2196025504, 1860453.4307493072"
Variance Reduction (Uniform Noise),2000,500,92201.07597465927,0.004069316387176514,15007178279.631372,0.05767185260174039,"1541886.348207195, 1697050.5839984494, 1659168.095540094, 1725799.953581103, 1648993.458628421, 1489405.6724212542, 1482952.919812449, 1440829.7595478573, 1356596.9646922913, 1519596.3020736866, 1509211.6503449485, 1598452.2116079323, 1501161.434574847, 1550409.2433572614, 1631946.7057042848, 1571884.7286543194, 1615550.2790236939, 1839478.9998896604, 1714692.3895437948, 1331577.217081296"
Variance Reduction (Uniform Noise),2000,1000,90915.73528959358,0.0042461991310119625,11658009298.547504,0.05676324002195349,"1618617.3501788555, 1519087.4286497915, 1820640.2004505123, 1449103.526077714, 1523886.8443547336, 1706895.3394447325, 1509677.2822368375, 1733695.1791554673, 1580731.61349224, 1547178.5106698584, 1783023.4051333114, 1655501.8458640652, 1664512.9554536166, 1687424.5033730392, 1618577.0217587473, 1586781.420364719, 1461049.6272336943, 1761294.243530987, 1578320.5937594923, 1774856.7941418642"
Variance Reduction (Uniform Noise),2000,2000,53663.34672627375,0.004536592960357666,5908812060.037003,0.033697537574154716,"1655950.8452371296, 1710832.3325653272, 1665228.27791546, 1550700.5132902123, 1664669.0810444553, 1579762.4176405512, 1730827.526915787, 1555011.0045715496, 1565280.7211033518, 1399594.877567741, 1572387.54062825, 1521867.9652522271, 1663962.1463204501, 1558953.237858453, 1695096.262977102, 1601757.258951106, 1531591.6580978904, 1630923.0056385892, 1653309.573411714, 1644342.8355843106"
Variance Reduction (Uniform Noise),2000,3000,28388.709121833148,0.004915094375610352,1553535171.9870741,0.01794976602352134,"1532898.258593715, 1603768.4388526042, 1507047.3094741192, 1601493.4705455096, 1589067.5327978667, 1566775.4820351352, 1560651.1106576594, 1597552.2004838139, 1634567.2106014106, 1542635.9571527836, 1578052.8852544727, 1592927.631345899, 1609288.2739820878, 1675555.4001787277, 1578449.9608402576, 1629777.805349047, 1582614.1592900676, 1562419.4766664847, 1605684.5042305298, 1655584.9153896587"
Variance Reduction (Uniform Noise),2000,4000,32204.924632764934,0.004788994789123535,2606679367.767289,0.019952981446643356,"1515663.7426185037, 1551138.969754925, 1514588.3341890548, 1638100.0991254055, 1597495.3668538255, 1626249.0130716974, 1560962.1724820405, 1594657.8680854607, 1628734.449537806, 1684460.8249113306, 1709765.2577028226, 1616403.9698537134, 1573958.3671848495, 1601855.3990500655, 1580260.434193312, 1583551.0360630506, 1618922.8403354064, 1620408.2127800265, 1687568.7185611252, 1653140.9339679347"
